tweet_id,mediaURL
892420643555336193,https://twitter.com/dog_rates/status/892420643555336193/photo/1
892177421306343426,https://twitter.com/dog_rates/status/892177421306343426/photo/1
891815181378084864,https://twitter.com/dog_rates/status/891815181378084864/photo/1
891689557279858688,https://twitter.com/dog_rates/status/891689557279858688/photo/1
891327558926688256,https://twitter.com/dog_rates/status/891327558926688256/photo/1
891087950875897856,https://twitter.com/dog_rates/status/891087950875897856/photo/1
890971913173991426,https://gofundme.com/ydvmve-surgery-for-jax
890971913173991426,https://twitter.com/dog_rates/status/890971913173991426/photo/1
890729181411237888,https://twitter.com/dog_rates/status/890729181411237888/photo/1
890609185150312448,https://twitter.com/dog_rates/status/890609185150312448/photo/1
890240255349198849,https://twitter.com/dog_rates/status/890240255349198849/photo/1
890006608113172480,https://twitter.com/dog_rates/status/890006608113172480/photo/1
889880896479866881,https://twitter.com/dog_rates/status/889880896479866881/photo/1
889665388333682689,https://twitter.com/dog_rates/status/889665388333682689/photo/1
889638837579907072,https://twitter.com/dog_rates/status/889638837579907072/photo/1
889531135344209921,https://twitter.com/dog_rates/status/889531135344209921/photo/1
889278841981685760,https://twitter.com/dog_rates/status/889278841981685760/video/1
888917238123831296,https://twitter.com/dog_rates/status/888917238123831296/photo/1
888804989199671297,https://twitter.com/dog_rates/status/888804989199671297/photo/1
888554962724278272,https://twitter.com/dog_rates/status/888554962724278272/photo/1
888202515573088257,https://twitter.com/dog_rates/status/887473957103951883/photo/1
888078434458587136,https://twitter.com/dog_rates/status/888078434458587136/photo/1
887705289381826560,https://twitter.com/dog_rates/status/887705289381826560/photo/1
887517139158093824,https://twitter.com/dog_rates/status/887517139158093824/video/1
887473957103951883,https://twitter.com/dog_rates/status/887473957103951883/photo/1
887343217045368832,https://twitter.com/dog_rates/status/887343217045368832/video/1
887101392804085760,https://twitter.com/dog_rates/status/887101392804085760/photo/1
886983233522544640,https://twitter.com/dog_rates/status/886983233522544640/photo/1
886736880519319552,https://www.gofundme.com/mingusneedsus
886736880519319552,https://twitter.com/dog_rates/status/886736880519319552/photo/1
886680336477933568,https://twitter.com/dog_rates/status/886680336477933568/photo/1
886366144734445568,https://twitter.com/dog_rates/status/886366144734445568/photo/1
886267009285017600,None
886258384151887873,https://twitter.com/dog_rates/status/886258384151887873/photo/1
886054160059072513,https://twitter.com/dog_rates/status/886053434075471873
885984800019947520,https://twitter.com/dog_rates/status/885984800019947520/photo/1
885528943205470208,https://twitter.com/dog_rates/status/885528943205470208/photo/1
885518971528720385,https://twitter.com/4bonds2carbon/status/885517367337512960
885311592912609280,https://twitter.com/dog_rates/status/830583320585068544/photo/1
885167619883638784,https://twitter.com/dog_rates/status/885167619883638784/photo/1
884925521741709313,https://twitter.com/dog_rates/status/884925521741709313/photo/1
884876753390489601,https://twitter.com/dog_rates/status/884876753390489601/photo/1
884562892145688576,https://twitter.com/dog_rates/status/884562892145688576/photo/1
884441805382717440,https://twitter.com/dog_rates/status/884441805382717440/photo/1
884247878851493888,https://twitter.com/kaijohnson_19/status/883965650754039809
884162670584377345,https://twitter.com/dog_rates/status/884162670584377345/photo/1
883838122936631299,https://twitter.com/dog_rates/status/883838122936631299/photo/1
883482846933004288,https://twitter.com/dog_rates/status/883482846933004288/photo/1
883360690899218434,https://twitter.com/dog_rates/status/883360690899218434/photo/1
883117836046086144,https://twitter.com/dog_rates/status/883117836046086144/photo/1
882992080364220416,https://twitter.com/dog_rates/status/882992080364220416/photo/1
882762694511734784,https://twitter.com/dog_rates/status/882762694511734784/photo/1
882627270321602560,https://twitter.com/dog_rates/status/882627270321602560/photo/1
882268110199369728,https://twitter.com/dog_rates/status/882268110199369728/photo/1
882045870035918850,https://twitter.com/dog_rates/status/882045870035918850/photo/1
881906580714921986,https://twitter.com/dog_rates/status/881906580714921986/photo/1
881666595344535552,https://twitter.com/dog_rates/status/881666595344535552/photo/1
881633300179243008,None
881536004380872706,https://twitter.com/dog_rates/status/881536004380872706/video/1
881268444196462592,https://twitter.com/dog_rates/status/881268444196462592/photo/1
880935762899988482,https://twitter.com/dog_rates/status/880935762899988482/photo/1
880872448815771648,https://twitter.com/dog_rates/status/880872448815771648/photo/1
880465832366813184,https://twitter.com/dog_rates/status/880465832366813184/photo/1
